Tag,Depth,Previous Sibling,Number of Children,Full Tag,Full Previous Tag
p,10,p,8,"<p>I spent a lot of time above covering <code class=""docutils literal notranslate""><span class=""pre"">find_all()</span></code> and
<code class=""docutils literal notranslate""><span class=""pre"">find()</span></code>. The Beautiful Soup API defines ten other methods for
searching the tree, but don’t be afraid. Five of these methods are
basically the same as <code class=""docutils literal notranslate""><span class=""pre"">find_all()</span></code>, and the other five are basically
the same as <code class=""docutils literal notranslate""><span class=""pre"">find()</span></code>. The only differences are in what parts of the
tree they search.</p>","<p>Method signature: find_parent(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,p,8,"<p>First let’s consider <code class=""docutils literal notranslate""><span class=""pre"">find_parents()</span></code> and
<code class=""docutils literal notranslate""><span class=""pre"">find_parent()</span></code>. Remember that <code class=""docutils literal notranslate""><span class=""pre"">find_all()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">find()</span></code> work
their way down the tree, looking at tag’s descendants. These methods
do the opposite: they work their way <cite>up</cite> the tree, looking at a tag’s
(or a string’s) parents. Let’s try them out, starting from a string
buried deep in the “three daughters” document:</p>","<p>I spent a lot of time above covering <code class=""docutils literal notranslate""><span class=""pre"">find_all()</span></code> and
<code class=""docutils literal notranslate""><span class=""pre"">find()</span></code>. The Beautiful Soup API defines ten other methods for
searching the tree, but don’t be afraid. Five of these methods are
basically the same as <code class=""docutils literal notranslate""><span class=""pre"">find_all()</span></code>, and the other five are basically
the same as <code class=""docutils literal notranslate""><span class=""pre"">find()</span></code>. The only differences are in what parts of the
tree they search.</p>"
p,10,div,44,"<p>One of the three &lt;a&gt; tags is the direct parent of the string in
question, so our search finds it. One of the three &lt;p&gt; tags is an
indirect parent of the string, and our search finds that as
well. There’s a &lt;p&gt; tag with the CSS class “title” <cite>somewhere</cite> in the
document, but it’s not one of this string’s parents, so we can’t find
it with <code class=""docutils literal notranslate""><span class=""pre"">find_parents()</span></code>.</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">a_string</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">find</span><span class=""p"">(</span><span class=""n"">string</span><span class=""o"">=</span><span class=""s2"">""Lacie""</span><span class=""p"">)</span>
<span class=""n"">a_string</span>
<span class=""c1""># 'Lacie'</span>

<span class=""n"">a_string</span><span class=""o"">.</span><span class=""n"">find_parents</span><span class=""p"">(</span><span class=""s2"">""a""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;]</span>

<span class=""n"">a_string</span><span class=""o"">.</span><span class=""n"">find_parent</span><span class=""p"">(</span><span class=""s2"">""p""</span><span class=""p"">)</span>
<span class=""c1""># &lt;p class=""story""&gt;Once upon a time there were three little sisters; and their names were</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt; and</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;;</span>
<span class=""c1"">#  and they lived at the bottom of a well.&lt;/p&gt;</span>

<span class=""n"">a_string</span><span class=""o"">.</span><span class=""n"">find_parents</span><span class=""p"">(</span><span class=""s2"">""p""</span><span class=""p"">,</span> <span class=""n"">class_</span><span class=""o"">=</span><span class=""s2"">""title""</span><span class=""p"">)</span>
<span class=""c1""># []</span>
</pre></div>
</div>"
p,10,p,3,"<p>You may have made the connection between <code class=""docutils literal notranslate""><span class=""pre"">find_parent()</span></code> and
<code class=""docutils literal notranslate""><span class=""pre"">find_parents()</span></code>, and the <a class=""reference internal"" href=""#parent"">.parent</a> and <a class=""reference internal"" href=""#parents"">.parents</a> attributes
mentioned earlier. The connection is very strong. These search methods
actually use <code class=""docutils literal notranslate""><span class=""pre"">.parents</span></code> to iterate over all the parents, and check
each one against the provided filter to see if it matches.</p>","<p>One of the three &lt;a&gt; tags is the direct parent of the string in
question, so our search finds it. One of the three &lt;p&gt; tags is an
indirect parent of the string, and our search finds that as
well. There’s a &lt;p&gt; tag with the CSS class “title” <cite>somewhere</cite> in the
document, but it’s not one of this string’s parents, so we can’t find
it with <code class=""docutils literal notranslate""><span class=""pre"">find_parents()</span></code>.</p>"
p,10,h2,5,"<p>Method signature: find_next_siblings(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">find_next_siblings()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">find_next_sibling()</span></code><a class=""headerlink"" href=""#find-next-siblings-and-find-next-sibling"" title=""Permalink to this headline"">¶</a></h2>"
p,10,p,10,"<p>Method signature: find_next_sibling(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<p>Method signature: find_next_siblings(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,p,8,"<p>These methods use <a class=""reference internal"" href=""#sibling-generators""><span class=""std std-ref"">.next_siblings</span></a> to
iterate over the rest of an element’s siblings in the tree. The
<code class=""docutils literal notranslate""><span class=""pre"">find_next_siblings()</span></code> method returns all the siblings that match,
and <code class=""docutils literal notranslate""><span class=""pre"">find_next_sibling()</span></code> only returns the first one:</p>","<p>Method signature: find_next_sibling(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,h2,5,"<p>Method signature: find_previous_siblings(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">find_previous_siblings()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">find_previous_sibling()</span></code><a class=""headerlink"" href=""#find-previous-siblings-and-find-previous-sibling"" title=""Permalink to this headline"">¶</a></h2>"
p,10,p,10,"<p>Method signature: find_previous_sibling(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<p>Method signature: find_previous_siblings(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,p,8,"<p>These methods use <a class=""reference internal"" href=""#sibling-generators""><span class=""std std-ref"">.previous_siblings</span></a> to iterate over an element’s
siblings that precede it in the tree. The <code class=""docutils literal notranslate""><span class=""pre"">find_previous_siblings()</span></code>
method returns all the siblings that match, and
<code class=""docutils literal notranslate""><span class=""pre"">find_previous_sibling()</span></code> only returns the first one:</p>","<p>Method signature: find_previous_sibling(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,h2,5,"<p>Method signature: find_all_next(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">find_all_next()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">find_next()</span></code><a class=""headerlink"" href=""#find-all-next-and-find-next"" title=""Permalink to this headline"">¶</a></h2>"
p,10,p,10,"<p>Method signature: find_next(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<p>Method signature: find_all_next(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,p,8,"<p>These methods use <a class=""reference internal"" href=""#element-generators""><span class=""std std-ref"">.next_elements</span></a> to
iterate over whatever tags and strings that come after it in the
document. The <code class=""docutils literal notranslate""><span class=""pre"">find_all_next()</span></code> method returns all matches, and
<code class=""docutils literal notranslate""><span class=""pre"">find_next()</span></code> only returns the first match:</p>","<p>Method signature: find_next(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,div,27,"<p>In the first example, the string “Elsie” showed up, even though it was
contained within the &lt;a&gt; tag we started from. In the second example,
the last &lt;p&gt; tag in the document showed up, even though it’s not in
the same part of the tree as the &lt;a&gt; tag we started from. For these
methods, all that matters is that an element match the filter, and
show up later in the document than the starting element.</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">first_link</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">a</span>
<span class=""n"">first_link</span>
<span class=""c1""># &lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;</span>

<span class=""n"">first_link</span><span class=""o"">.</span><span class=""n"">find_all_next</span><span class=""p"">(</span><span class=""n"">string</span><span class=""o"">=</span><span class=""kc"">True</span><span class=""p"">)</span>
<span class=""c1""># ['Elsie', ',\n', 'Lacie', ' and\n', 'Tillie',</span>
<span class=""c1"">#  ';\nand they lived at the bottom of a well.', '\n', '...', '\n']</span>

<span class=""n"">first_link</span><span class=""o"">.</span><span class=""n"">find_next</span><span class=""p"">(</span><span class=""s2"">""p""</span><span class=""p"">)</span>
<span class=""c1""># &lt;p class=""story""&gt;...&lt;/p&gt;</span>
</pre></div>
</div>"
p,10,h2,5,"<p>Method signature: find_all_previous(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">find_all_previous()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">find_previous()</span></code><a class=""headerlink"" href=""#find-all-previous-and-find-previous"" title=""Permalink to this headline"">¶</a></h2>"
p,10,p,10,"<p>Method signature: find_previous(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>","<p>Method signature: find_all_previous(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#limit""><span class=""std std-ref"">limit</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,p,8,"<p>These methods use <a class=""reference internal"" href=""#element-generators""><span class=""std std-ref"">.previous_elements</span></a> to
iterate over the tags and strings that came before it in the
document. The <code class=""docutils literal notranslate""><span class=""pre"">find_all_previous()</span></code> method returns all matches, and
<code class=""docutils literal notranslate""><span class=""pre"">find_previous()</span></code> only returns the first match:</p>","<p>Method signature: find_previous(<a class=""reference internal"" href=""#id12""><span class=""std std-ref"">name</span></a>, <a class=""reference internal"" href=""#attrs""><span class=""std std-ref"">attrs</span></a>, <a class=""reference internal"" href=""#id13""><span class=""std std-ref"">string</span></a>, <a class=""reference internal"" href=""#kwargs""><span class=""std std-ref"">**kwargs</span></a>)</p>"
p,10,div,25,"<p>The call to <code class=""docutils literal notranslate""><span class=""pre"">find_all_previous(""p"")</span></code> found the first paragraph in
the document (the one with class=”title”), but it also finds the
second paragraph, the &lt;p&gt; tag that contains the &lt;a&gt; tag we started
with. This shouldn’t be too surprising: we’re looking at all the tags
that show up earlier in the document than the one we started with. A
&lt;p&gt; tag that contains an &lt;a&gt; tag must have shown up before the &lt;a&gt;
tag it contains.</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">first_link</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">a</span>
<span class=""n"">first_link</span>
<span class=""c1""># &lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;</span>

<span class=""n"">first_link</span><span class=""o"">.</span><span class=""n"">find_all_previous</span><span class=""p"">(</span><span class=""s2"">""p""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;p class=""story""&gt;Once upon a time there were three little sisters; ...&lt;/p&gt;,</span>
<span class=""c1"">#  &lt;p class=""title""&gt;&lt;b&gt;The Dormouse's story&lt;/b&gt;&lt;/p&gt;]</span>

<span class=""n"">first_link</span><span class=""o"">.</span><span class=""n"">find_previous</span><span class=""p"">(</span><span class=""s2"">""title""</span><span class=""p"">)</span>
<span class=""c1""># &lt;title&gt;The Dormouse's story&lt;/title&gt;</span>
</pre></div>
</div>"
p,10,h2,1,"<p><code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> has a <code class=""docutils literal notranslate""><span class=""pre"">.select()</span></code> method which uses the <a class=""reference external"" href=""https://facelessuser.github.io/soupsieve/"">SoupSieve</a> package to run a CSS
selector against a parsed document and return all the matching
elements. <code class=""docutils literal notranslate""><span class=""pre"">Tag</span></code> has a similar method which runs a CSS selector
against the contents of a single tag.</p>","<h2>CSS selectors<a class=""headerlink"" href=""#css-selectors"" title=""Permalink to this headline"">¶</a></h2>"
p,10,p,7,"<p>(The SoupSieve integration was added in Beautiful Soup 4.7.0. Earlier
versions also have the <code class=""docutils literal notranslate""><span class=""pre"">.select()</span></code> method, but only the most
commonly-used CSS selectors are supported. If you installed Beautiful
Soup through <code class=""docutils literal notranslate""><span class=""pre"">pip</span></code>, SoupSieve was installed at the same time, so you
don’t have to do anything extra.)</p>","<p><code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> has a <code class=""docutils literal notranslate""><span class=""pre"">.select()</span></code> method which uses the <a class=""reference external"" href=""https://facelessuser.github.io/soupsieve/"">SoupSieve</a> package to run a CSS
selector against a parsed document and return all the matching
elements. <code class=""docutils literal notranslate""><span class=""pre"">Tag</span></code> has a similar method which runs a CSS selector
against the contents of a single tag.</p>"
p,10,p,4,"<p>The SoupSieve <a class=""reference external"" href=""https://facelessuser.github.io/soupsieve/"">documentation</a> lists all the currently
supported CSS selectors, but here are some of the basics:</p>","<p>(The SoupSieve integration was added in Beautiful Soup 4.7.0. Earlier
versions also have the <code class=""docutils literal notranslate""><span class=""pre"">.select()</span></code> method, but only the most
commonly-used CSS selectors are supported. If you installed Beautiful
Soup through <code class=""docutils literal notranslate""><span class=""pre"">pip</span></code>, SoupSieve was installed at the same time, so you
don’t have to do anything extra.)</p>"
p,10,p,1,<p>You can find tags:</p>,"<p>The SoupSieve <a class=""reference external"" href=""https://facelessuser.github.io/soupsieve/"">documentation</a> lists all the currently
supported CSS selectors, but here are some of the basics:</p>"
p,10,div,17,<p>Find tags beneath other tags:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""title""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;title&gt;The Dormouse's story&lt;/title&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""p:nth-of-type(3)""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;p class=""story""&gt;...&lt;/p&gt;]</span>
</pre></div>
</div>"
p,10,div,19,<p>Find tags <cite>directly</cite> beneath other tags:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""body a""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie""  id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""html head title""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;title&gt;The Dormouse's story&lt;/title&gt;]</span>
</pre></div>
</div>"
p,10,div,40,<p>Find the siblings of tags:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""head &gt; title""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;title&gt;The Dormouse's story&lt;/title&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""p &gt; a""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie""  id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""p &gt; a:nth-of-type(2)""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""p &gt; #link1""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""body &gt; a""</span><span class=""p"">)</span>
<span class=""c1""># []</span>
</pre></div>
</div>"
p,10,div,18,<p>Find tags by CSS class:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""#link1 ~ .sister""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie""  id=""link3""&gt;Tillie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""#link1 + .sister""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;]</span>
</pre></div>
</div>"
p,10,div,21,<p>Find tags by ID:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">"".sister""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""[class~=sister]""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>
</pre></div>
</div>"
p,10,div,17,<p>Find tags that match any selector from a list of selectors:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""#link1""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""a#link2""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;]</span>
</pre></div>
</div>"
p,10,div,11,<p>Test for the existence of an attribute:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""#link1,#link2""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;]</span>
</pre></div>
</div>"
p,10,div,12,<p>Find tags by attribute value:</p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s1"">'a[href]'</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>
</pre></div>
</div>"
p,10,div,33,"<p>There’s also a method called <code class=""docutils literal notranslate""><span class=""pre"">select_one()</span></code>, which finds only the
first tag that matches a selector:</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s1"">'a[href=""http://example.com/elsie""]'</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s1"">'a[href^=""http://example.com/""]'</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/lacie"" id=""link2""&gt;Lacie&lt;/a&gt;,</span>
<span class=""c1"">#  &lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s1"">'a[href$=""tillie""]'</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/tillie"" id=""link3""&gt;Tillie&lt;/a&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s1"">'a[href*="".com/el""]'</span><span class=""p"">)</span>
<span class=""c1""># [&lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;]</span>
</pre></div>
</div>"
p,10,div,10,"<p>If you’ve parsed XML that defines namespaces, you can use them in CSS
selectors.:</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select_one</span><span class=""p"">(</span><span class=""s2"">"".sister""</span><span class=""p"">)</span>
<span class=""c1""># &lt;a class=""sister"" href=""http://example.com/elsie"" id=""link1""&gt;Elsie&lt;/a&gt;</span>
</pre></div>
</div>"
